Monthly Oil Production
18000
18000
18000
16200
14580
13122
11809.8
10628.82
9565.938
8609.3442
7748.40978
6973.568802
6276.211922
5648.59073
5083.731657
4575.358491
4117.822642
3706.040378
3335.43634
3001.892706
2821.779144
2652.472395
2493.324051
2343.724608
2203.101132
2070.915064
1946.66016
1829.86055
1720.068917
1616.864782
1519.852895
1428.661722
1342.942018
1262.365497
1186.623567
1115.426153
1048.500584
985.5905491
926.4551162
870.8678092
844.7417749
819.3995217
794.817536
770.9730099
747.8438196
725.4085051
703.6462499
682.5368624
662.0607565
642.1989338
622.9329658
604.2449769
586.1176275
568.5340987
551.4780758
534.9337335
518.8857215
503.3191498
488.2195753
473.5729881
459.3657984
445.5848245
432.2172798
419.2507614
406.6732385
394.4730414
382.6388501
371.1596846
360.0248941
349.2241473
338.7474228
328.5850002
318.7274501
309.1656266
299.8906578
290.8939381
282.16712
273.7021064
265.4910432
257.5263119
249.8005225
242.3065068
235.0373116
227.9861923
221.1466065
214.5122083
208.0768421
201.8345368
195.7795007
189.9061157
188.9565851
188.0118022
187.0717432
186.1363845
185.2057025
184.279674
183.3582757
182.4414843
181.5292769
180.6216305
179.7185223
178.8199297
177.9258301
177.0362009
176.1510199
175.2702648
174.3939135
173.5219439
172.6543342
171.7910625
170.9321072
170.0774467
169.2270594
168.3809241
167.5390195
166.7013244
165.8678178
165.0384787
164.2132863
163.3922199
162.5752588
161.7623825
160.9535706
160.1488027
159.3480587
158.5513184
157.7585618
156.969769
156.1849202
155.4039956
154.6269756
153.8538407
153.0845715
152.3191487
151.5575529
150.7997652
150.0457663
149.2955375
148.5490598
147.8063145
147.0672829
146.3319465
145.6002868
144.8722854
