0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.5438915841770324,1.5480327558235478,1.5517969672587375,1.5551818832015294,1.5581852861468661,1.560805075570403,1.5630392671385023,1.56488599192167,1.566343495609377,1.5674101377240826,1.5680843908319835,1.5683648397480416,1.568250180732349,1.567739220675307,1.5668308762682308,1.5655241731562834,1.5638182450705909,1.5617123329356564,1.5600789545188105,1.5588918933188913,1.5573032992663562,1.5553115221363347,1.5529150036874002,1.5501122765562574,1.5469019631035126,1.5432827742066841,1.5392535079959835,1.5348130485285734,1.529960364396075,1.5246945072599805,1.5190146103091502
1.5327830868455115,1.5370818076337245,1.5410054108290545,1.5445514502161504,1.5477175973804487,1.5505016409678896,1.552901485950001,1.5549151528923497,1.556540777224582,1.5577766085097187,1.558621009710408,1.5590724564496172,1.5591295362631228,1.5587909478407695,1.5580555002536904,1.556922112164068,1.555389811014333,1.5534577321920677,1.5512273498978648,1.550206625214734,1.5487850161226344,1.5469607710991982,1.544732230993525,1.542097827974683,1.5390560844312962,1.5356056118179136,1.531745109444369,1.527473363203124,1.5227892442299638,1.5176917074923204,1.512179790299601
1.5217519224706848,1.5262055619143897,1.53028596851237,1.5339905861082879,1.5373169763107208,1.5402628178080708,1.542825905688877,1.5450041507654504,1.5467955788993422,1.548198330326056,1.5492106589771009,1.5498309317966936,1.550057628050428,1.5498893386231352,1.5493247653030133,1.54836272004861,1.547002124235588,1.5452420078794469,1.5430815088309173,1.5415714688633426,1.5403148534808238,1.5386561935718364,1.5365937294342036,1.5341257930753582,1.5312508071659598,1.5279672839404337,1.5242738240401805,1.5201691152947836,1.5156519314364343,1.5107211307418749,1.5053756545961696
1.5107976766510487,1.5154036339529187,1.5196382840080789,1.523498961734267,1.526983119718511,1.530088327587301,1.5328122713821428,1.535152752938708,1.5371076892676414,1.538675111935123,1.5398531664406878,1.5406401115902253,1.541034318861103,1.5410342717569345,1.5406385651488552,1.5398459046000892,1.538655105670668,1.53706509319855,1.5350749005535578,1.5329861695413283,1.5318925747817551,1.5303975702595878,1.5284992961031612,1.5261959844879955,1.523485958645014,1.5203676318155934,1.5168395061492062,1.5129001715390666,1.508548304390767,1.5037826663185165,1.4986021027630758
1.4999199333349074,1.5046756372087322,1.5090619990305165,1.5130762458280533,1.516715722143684,1.519977889460006,1.522860325630735,1.525360724315345,1.5274768944154618,1.5292067595112724,1.5305483572953902,1.5314998390022083,1.5320594688297628,1.5322256233515836,1.5319967909153767,1.5313715710255984,1.5303486737063254,1.5289269188411767,1.5271052354863919,1.5248826611532174,1.52351794344266,1.5221846817552183,1.5204487279030094,1.5183082145825413,1.51576136588662,1.5128064963143801,1.509442009723795,1.5056663982222345,1.5014782409899237,1.4968762030310185,1.4918590338463198
1.4891182749481144,1.4940211834375594,1.4985567534297375,1.5027221051182003,1.5065144759981925,1.5099312203478603,1.5129698087146193,1.5156278274051713,1.5179029779776858,1.5197930767340044,1.5212960542098388,1.5224099546604113,1.523132935539424,1.5234632669679549,1.5233993311909964,1.522939622018074,1.5220827442447837,1.520827413051682,1.51917245337693,1.517116799258699,1.515190722888644,1.5140173085692474,1.5124418215744346,1.5104622954970721,1.5080768556163155,1.505283717962886,1.5020811883270153,1.4984676612042525,1.4944416186743381,1.4900016292075948,1.4851463463930563
1.4783922825183473,1.483439882812437,1.4881221853090265,1.492436204441868,1.4963790716763938,1.4999480350463714,1.503140458695548,1.5059538224234217,1.508385721232997,1.5104338648789262,1.512096077414021,1.5133702967314426,1.5142545741006401,1.5147470736937074,1.514846072099778,1.5145499578239456,1.513857230767714,1.5127665016872163,1.5112764916257082,1.5093860313163017,1.5070940605508474,1.505895231159493,1.504478373724595,1.502658039165103,1.5004322542930861,1.497799136967226,1.494756895156406,1.4913038259413494,1.487438314449244,1.4831588327160583,1.4784639384704872
1.4677423085761894,1.4729313440415979,1.4777579311394735,1.4822182068559853,1.4863091976628207,1.4900280463288431,1.49337201151739,1.4963384673873499,1.4989249031967282,1.5011289229067377,1.5029482447845197,1.504380701002067,1.5054242372291058,1.5060769122171123,1.5063368973715763,1.5062024763095678,1.5056720443991285,1.5047441082771917,1.5034172853421341,1.501690303217261,1.4995619991808993,1.4978182299599339,1.4965581808549637,1.4948952573422627,1.4928273881349794,1.4903525932379265,1.4874689830672052,1.4841747575080348,1.4804682049055535,1.4763477009834967,1.471811707684553
1.4579812919864863,1.4624951744829655,1.4674636258715594,1.472067773745692,1.476304540637098,1.4801709650481327,1.483664201104267,1.4867815182107522,1.4895203007117703,1.4918780475505051,1.4938523719280505,1.4954410009591017,1.4966417753218426,1.4974526488995372,1.4978716884109828,1.4978970730266337,1.4975270939672747,1.496760154081703,1.4955947673997052,1.4940295586564916,1.492063262784372,1.489786085408944,1.4886810393884722,1.4871737616324046,1.485262083144062,1.4829439264138182,1.4802173045951337,1.477080320618796,1.473531166240421,1.469568121015802,1.4651895511982183
1.4482749124516565,1.452130980255811,1.4572389030438133,1.461984564929823,1.466364785576498,1.4703765002357052,1.474016759456334,1.4772827287963177,1.480171688537352,1.4826810334008682,1.4848082722631495,1.486551027867589,1.48790703653177,1.4888741478465919,1.4894503243648978,1.4896336412763498,1.4894222860653978,1.4888145581490173,1.4878088684901618,1.4864037391835319,1.484597803009017,1.482389802948965,1.480846745695985,1.4794933635131016,1.477736165130909,1.4755729758854863,1.4730017119787115,1.4700203796493194,1.4666270742773602,1.462819979416686,1.4585973657495148
